meta-configNo;meta-seed;fs-TCAlgo;fs-TCParamK;fs-TCParamA;fs-WOpt;fs-TCint;fc-MobSpeed;fc-Scenario;fc-DatacollectionProbability;fc-WorldSize;fc-NodeCount;fc-EdgeCount;fc-TopologyDensity;m-EMean;m-EMedian;m-EStddev;m-EJain;m-DropRate;m-EndToEndDropRate;m-EndToEndLatency;m-TopologyStorageSpanner;m-TopologyDensitySpanner;m-HopSpannerMean;m-HopSpannerMax
2584;13;LSTAR_KTC;1.00;1.10;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;588;11.8;39897937.85;30637701.40;12875824.22;0.91;0.2037;0.7949;8516.8233;0.55;0.48;6.60;NaN
2585;16;LSTAR_KTC;1.00;1.10;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;552;11.0;39995307.46;29915462.88;15157388.09;0.88;0.1791;0.7880;7305.2472;0.44;0.36;3.00;1.18
2587;11;LSTAR_KTC;1.00;1.10;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;622;12.4;36955226.68;25406911.26;15969884.13;0.84;0.1520;0.7647;5540.0531;0.53;0.45;3.00;1.16
2590;16;LSTAR_KTC;1.00;1.10;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;540;10.8;30233033.02;21490088.83;14334788.07;0.82;0.1318;0.8115;3928.8088;0.49;0.41;3.00;1.11
2589;13;LSTAR_KTC;1.00;1.10;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;678;13.6;35835293.67;26747745.59;14316532.58;0.86;0.1636;0.7901;6273.9762;0.55;0.48;4.00;NaN
2588;12;LSTAR_KTC;1.00;1.10;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;614;12.3;38779063.24;26602973.68;15403130.60;0.86;0.1806;0.8116;6780.8525;0.71;0.66;4.33;NaN
2591;4;LSTAR_KTC;1.00;2.00;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;594;11.9;41400580.25;15251411.08;23451808.40;0.76;0.1986;0.7805;15684.0130;0.49;0.40;6.00;1.66
2592;11;LSTAR_KTC;1.00;2.00;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;606;12.1;41879623.50;24119592.86;20957209.17;0.80;0.2213;0.8783;23805.7997;0.46;0.37;7.00;1.76
2593;12;LSTAR_KTC;1.00;2.00;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;594;11.9;40413618.96;13297312.32;31377151.35;0.63;0.1807;0.8853;21076.7627;0.47;0.38;7.00;1.84
2594;13;LSTAR_KTC;1.00;2.00;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;564;11.3;41356056.36;14023798.33;23236084.41;0.76;0.2085;0.8423;21130.8870;0.51;0.42;6.00;1.71
2595;16;LSTAR_KTC;1.00;2.00;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;538;10.8;42406090.66;13887049.45;24073558.75;0.76;0.1966;0.8273;16811.0068;0.50;0.41;7.00;1.78
2596;4;LSTAR_KTC;1.00;2.00;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;594;11.9;40383482.86;29778182.81;14216069.28;0.89;0.1836;0.8223;14654.3388;0.41;0.32;14.00;1.98
2597;11;LSTAR_KTC;1.00;2.00;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;600;12.0;40260111.68;32864084.26;13069581.62;0.91;0.1843;0.8453;13281.2991;0.40;0.32;18.14;2.16
2598;12;LSTAR_KTC;1.00;2.00;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;580;11.6;36758721.47;25071442.03;14705653.32;0.86;0.1435;0.8433;8904.6522;0.43;0.33;17.00;1.93
2599;13;LSTAR_KTC;1.00;2.00;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;576;11.5;38699060.54;30816613.76;12702528.70;0.90;0.1792;0.8493;13249.7967;0.38;0.30;18.75;2.29
2602;11;LSTAR_KTC;1.00;2.00;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;604;12.1;36708649.18;27314053.18;16608486.37;0.83;0.1307;0.7862;6526.4347;0.40;0.30;6.00;1.70
2601;4;LSTAR_KTC;1.00;2.00;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;616;12.3;37540391.28;26308880.29;16431651.87;0.84;0.1535;0.7695;7875.4508;0.45;0.37;5.00;NaN
2600;16;LSTAR_KTC;1.00;2.00;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;544;10.9;40598935.57;33558224.89;10489979.72;0.94;0.1872;0.8430;14505.6809;0.40;0.32;17.11;2.12
2605;16;LSTAR_KTC;1.00;2.00;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;538;10.8;33076414.16;22854294.30;15763089.10;0.82;0.1056;0.7876;5339.5387;0.38;0.29;5.00;1.73
2603;12;LSTAR_KTC;1.00;2.00;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;576;11.5;39539046.54;28246512.64;15771734.60;0.86;0.1889;0.7984;9555.6873;0.60;0.54;10.00;NaN
2604;13;LSTAR_KTC;1.00;2.00;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;586;11.7;37378828.77;26546670.74;14284637.85;0.87;0.1622;0.8151;8088.0054;0.40;0.32;7.00;NaN
2606;4;LSTAR_KTC;1.00;2.00;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;640;12.8;33807561.71;19045844.75;22755909.70;0.69;0.1079;0.7121;3576.7382;0.44;0.35;6.00;NaN
2607;11;LSTAR_KTC;1.00;2.00;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;640;12.8;28181377.10;15941811.94;19486311.25;0.68;0.0679;0.7531;2544.3326;0.39;0.29;6.00;NaN
2610;16;LSTAR_KTC;1.00;2.00;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;548;11.0;24626751.49;14690885.56;15557704.30;0.72;0.0555;0.7866;2018.5751;0.37;0.28;7.00;1.69
2608;12;LSTAR_KTC;1.00;2.00;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;578;11.6;27943775.21;15771227.62;18288599.22;0.70;0.0850;0.7629;2976.6396;0.40;0.31;8.00;NaN
2609;13;LSTAR_KTC;1.00;2.00;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;594;11.9;29511942.21;16957905.41;16869209.65;0.76;0.0736;0.7659;2375.2694;0.39;0.30;7.00;NaN
2612;11;LSTAR_KTC;1.00;2.00;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;636;12.7;32709186.43;23213510.27;15214420.54;0.82;0.0946;0.7816;3893.1437;0.38;0.29;5.00;NaN
2611;4;LSTAR_KTC;1.00;2.00;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;632;12.6;39092723.04;29265500.78;15377764.14;0.87;0.1494;0.7795;6406.2905;0.44;0.36;5.00;NaN
2614;13;LSTAR_KTC;1.00;2.00;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;594;11.9;36885530.27;27894598.79;11909387.15;0.91;0.1619;0.8202;6634.7600;0.42;0.34;15.75;NaN
2613;12;LSTAR_KTC;1.00;2.00;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;570;11.4;40258722.74;32565611.39;12312735.40;0.92;0.2105;0.8086;9540.9801;0.64;0.58;11.18;1.50
2617;11;LSTAR_KTC;1.00;2.00;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;628;12.6;21208500.60;14867598.29;10246772.88;0.81;0.0985;0.8363;2130.5912;0.34;0.24;6.00;1.75
2615;16;LSTAR_KTC;1.00;2.00;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;534;10.7;33001295.54;24142107.32;12279301.90;0.88;0.1125;0.8211;4639.9743;0.36;0.27;5.00;1.66
2616;4;LSTAR_KTC;1.00;2.00;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;650;13.0;37288139.23;25998566.66;16365019.62;0.84;0.1496;0.7825;5152.1479;0.55;0.48;7.00;NaN
2618;12;LSTAR_KTC;1.00;2.00;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;580;11.6;31795947.47;24174014.63;10893398.70;0.90;0.1741;0.8329;5073.2056;0.38;0.28;8.00;NaN
2620;16;LSTAR_KTC;1.00;2.00;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;552;11.0;26123121.94;19691612.27;10513320.25;0.86;0.1507;0.8436;3613.9113;0.34;0.24;5.00;1.75
2619;13;LSTAR_KTC;1.00;2.00;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;588;11.8;32436373.56;22272637.50;15573545.89;0.81;0.1024;0.7776;2927.0179;0.45;0.37;6.00;NaN
2621;4;LSTAR_KTC;1.00;2.00;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;668;13.4;23663150.22;13425332.29;17296998.25;0.65;0.0485;0.7959;1429.7992;0.41;0.31;5.00;NaN
2622;11;LSTAR_KTC;1.00;2.00;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;622;12.4;32523702.58;25048185.16;12805245.64;0.87;0.1533;0.7969;4535.8776;0.43;0.33;5.00;1.69
2625;16;LSTAR_KTC;1.00;2.00;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;540;10.8;22250355.50;14082792.78;12190640.07;0.77;0.0911;0.8383;2604.1487;0.40;0.29;5.00;1.72
2624;13;LSTAR_KTC;1.00;2.00;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;678;13.6;33761396.37;23323795.33;16353446.01;0.81;0.1008;0.7530;3350.4559;0.45;0.36;7.00;NaN
2623;12;LSTAR_KTC;1.00;2.00;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;614;12.3;33560301.16;24608418.98;13319939.37;0.87;0.1793;0.8330;6733.7695;0.64;0.58;5.00;NaN
2628;12;LSTAR_KTC;1.41;1.10;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;594;11.9;39071425.16;13313812.90;40699257.20;0.48;0.2061;0.8508;7223.4297;0.65;0.59;4.00;1.13
2627;11;LSTAR_KTC;1.41;1.10;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;606;12.1;40324052.30;13615242.47;32592926.89;0.61;0.2395;0.8357;13254.3160;0.66;0.60;3.00;1.14
2626;4;LSTAR_KTC;1.41;1.10;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;594;11.9;39995811.80;13617026.04;33171787.68;0.59;0.1983;0.7144;8351.8731;0.63;0.57;3.00;1.16
2629;13;LSTAR_KTC;1.41;1.10;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;564;11.3;39770275.23;13638376.06;33544340.92;0.59;0.2252;0.7977;11912.6898;0.67;0.61;3.00;1.18
2630;16;LSTAR_KTC;1.41;1.10;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;538;10.8;41243302.00;13584252.13;31597791.05;0.63;0.2069;0.7945;11929.0693;0.68;0.62;3.00;1.12
2631;4;LSTAR_KTC;1.41;1.10;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;594;11.9;40444182.65;30093820.66;16390049.96;0.86;0.2112;0.8036;13525.3004;0.55;0.48;5.27;1.42
2633;12;LSTAR_KTC;1.41;1.10;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;580;11.6;39789149.52;27562955.52;15764954.23;0.87;0.2011;0.8436;11085.4261;0.58;0.51;6.32;1.33
2632;11;LSTAR_KTC;1.41;1.10;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;600;12.0;40779763.62;29985855.23;14668538.65;0.89;0.2245;0.8318;15192.7156;0.55;0.49;6.12;1.38
2634;13;LSTAR_KTC;1.41;1.10;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;576;11.5;40256151.32;30007163.17;15317677.05;0.87;0.2153;0.8059;12797.7923;0.51;0.45;5.82;1.45
2636;4;LSTAR_KTC;1.41;1.10;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;616;12.3;39670955.00;28399541.95;16619011.81;0.85;0.2051;0.7717;10455.8247;0.58;0.52;7.00;1.36
2637;11;LSTAR_KTC;1.41;1.10;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;604;12.1;40579239.33;31903334.91;13194653.78;0.91;0.2238;0.8354;14608.8205;0.54;0.47;8.10;1.50
2635;16;LSTAR_KTC;1.41;1.10;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;544;10.9;40944456.23;31858997.10;12605801.30;0.91;0.2255;0.8225;15134.4536;0.55;0.48;6.77;1.44
2638;12;LSTAR_KTC;1.41;1.10;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;576;11.5;40535398.89;31100215.64;14113400.16;0.89;0.2242;0.8267;13010.6113;0.70;0.65;5.22;1.17
2639;13;LSTAR_KTC;1.41;1.10;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;586;11.7;40079851.32;29721481.27;13352700.51;0.90;0.2218;0.8186;12516.9402;0.53;0.47;7.09;1.45
2640;16;LSTAR_KTC;1.41;1.10;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;538;10.8;40120162.19;31742870.82;14608780.76;0.88;0.2077;0.8232;12532.2482;0.52;0.45;8.54;1.49
2641;4;LSTAR_KTC;1.41;1.10;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;640;12.8;39290329.25;27922948.74;17530302.12;0.84;0.1868;0.7381;9032.0563;0.57;0.50;12.13;1.32
2642;11;LSTAR_KTC;1.41;1.10;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;640;12.8;37856267.86;28538239.48;15690319.75;0.85;0.1855;0.7956;8995.2843;0.53;0.45;10.60;NaN
2643;12;LSTAR_KTC;1.41;1.10;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;578;11.6;38755763.91;25596011.96;18282339.38;0.82;0.1703;0.7670;7923.3060;0.54;0.47;10.06;1.41
2645;16;LSTAR_KTC;1.41;1.10;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;548;11.0;36997848.72;26483788.62;15372005.45;0.85;0.1899;0.8005;9003.1197;0.52;0.44;6.00;1.36
2644;13;LSTAR_KTC;1.41;1.10;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;594;11.9;39415088.70;27486613.13;14517105.80;0.88;0.2097;0.8037;11936.9571;0.52;0.45;7.67;1.58
2646;4;LSTAR_KTC;1.41;1.10;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;632;12.6;41183784.11;32176608.21;12119539.81;0.92;0.2263;0.7995;12009.8201;0.57;0.50;7.51;1.42
2647;11;LSTAR_KTC;1.41;1.10;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;636;12.7;41368504.67;34144870.32;12187511.73;0.92;0.2263;0.8385;12318.1503;0.52;0.45;8.30;1.53
2648;12;LSTAR_KTC;1.41;1.10;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;570;11.4;41174361.37;34888276.20;10444649.48;0.94;0.2388;0.8201;12129.5077;0.72;0.68;5.68;1.21
2649;13;LSTAR_KTC;1.41;1.10;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;594;11.9;41287377.08;34576486.64;10526194.33;0.94;0.2381;0.8290;12849.1867;0.54;0.48;6.96;1.42
2652;11;LSTAR_KTC;1.41;1.10;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;628;12.6;38199043.66;30927406.30;13107672.55;0.90;0.1791;0.7889;7506.6141;0.48;0.40;8.33;1.12
2650;16;LSTAR_KTC;1.41;1.10;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;534;10.7;41080808.45;33314929.44;9971344.28;0.94;0.2280;0.8443;12886.6876;0.49;0.42;8.61;1.31
2651;4;LSTAR_KTC;1.41;1.10;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;650;13.0;39818539.62;31008150.48;12834920.57;0.91;0.2158;0.8205;9799.6311;0.65;0.59;9.42;1.24
2653;12;LSTAR_KTC;1.41;1.10;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;580;11.6;41112110.44;31829570.54;13083782.86;0.91;0.2053;0.8142;8017.6172;0.51;0.44;3.00;NaN
2656;4;LSTAR_KTC;1.41;1.10;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;668;13.4;35946000.89;23605692.47;18926350.83;0.78;0.1373;0.7633;5279.4166;0.55;0.47;4.00;NaN
2654;13;LSTAR_KTC;1.41;1.10;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;588;11.8;40490599.09;31766747.09;12435061.24;0.91;0.2092;0.7878;9023.1496;0.58;0.52;6.50;1.39
2655;16;LSTAR_KTC;1.41;1.10;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;552;11.0;40224394.27;30939070.36;14074581.15;0.89;0.1938;0.7906;8530.5608;0.48;0.40;3.00;1.16
2657;11;LSTAR_KTC;1.41;1.10;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;622;12.4;37408301.27;25733967.23;15635656.39;0.85;0.1588;0.7642;6479.8041;0.57;0.50;3.00;1.13
2660;16;LSTAR_KTC;1.41;1.10;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;540;10.8;31489488.94;22584537.69;14547679.40;0.83;0.1489;0.8159;4675.0774;0.53;0.45;3.00;1.10
2659;13;LSTAR_KTC;1.41;1.10;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;678;13.6;35930828.80;27104380.75;13874579.11;0.87;0.1721;0.7941;6863.8028;0.59;0.52;4.00;NaN
2658;12;LSTAR_KTC;1.41;1.10;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;614;12.3;39122643.11;28021905.72;14251694.20;0.88;0.1866;0.8156;6896.7197;0.73;0.69;4.00;NaN
2661;4;LSTAR_KTC;1.41;2.00;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;594;11.9;41063398.27;14002410.47;25123030.11;0.73;0.1989;0.7720;12718.8847;0.52;0.44;4.00;1.60
2663;12;LSTAR_KTC;1.41;2.00;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;594;11.9;40351538.84;13260753.66;31815369.73;0.62;0.1807;0.8837;20309.3213;0.48;0.40;5.00;1.75
2662;11;LSTAR_KTC;1.41;2.00;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;606;12.1;41770909.23;24148001.77;21366203.69;0.79;0.2233;0.8772;21898.0973;0.49;0.41;7.00;1.63
2664;13;LSTAR_KTC;1.41;2.00;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;564;11.3;41176843.45;13738323.65;24092690.20;0.75;0.2094;0.8399;19926.9881;0.53;0.45;5.00;1.65
2665;16;LSTAR_KTC;1.41;2.00;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;538;10.8;42183219.22;13806307.53;25008062.22;0.74;0.1984;0.8220;15785.4114;0.53;0.45;7.00;1.69
2666;4;LSTAR_KTC;1.41;2.00;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;594;11.9;40963599.37;32677628.95;13776083.42;0.90;0.2010;0.8253;16083.9137;0.44;0.36;10.61;1.82
2668;12;LSTAR_KTC;1.41;2.00;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;580;11.6;38419466.69;28639442.96;13517103.84;0.89;0.1745;0.8593;11051.9750;0.47;0.38;12.60;1.72
2667;11;LSTAR_KTC;1.41;2.00;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;600;12.0;41206740.12;33774460.96;11855521.83;0.92;0.2108;0.8601;17194.0747;0.44;0.36;11.32;1.80
2669;13;LSTAR_KTC;1.41;2.00;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;576;11.5;40105309.24;32979520.40;12039891.86;0.92;0.2034;0.8613;16170.8767;0.41;0.33;11.70;1.95
2671;4;LSTAR_KTC;1.41;2.00;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;616;12.3;39132592.95;30473634.62;15320369.09;0.87;0.1760;0.7728;9411.0332;0.48;0.40;13.75;1.66
2670;16;LSTAR_KTC;1.41;2.00;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;544;10.9;41410686.48;35316399.47;9501669.83;0.95;0.2102;0.8529;18494.0586;0.44;0.35;11.77;1.94
2672;11;LSTAR_KTC;1.41;2.00;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;604;12.1;39474069.60;32532030.19;12902734.64;0.90;0.1763;0.8178;11525.1392;0.43;0.34;12.00;1.60
2673;12;LSTAR_KTC;1.41;2.00;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;576;11.5;40254301.65;30262976.56;13887628.95;0.89;0.2071;0.8189;11966.5892;0.62;0.56;10.00;1.35
2674;13;LSTAR_KTC;1.41;2.00;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;586;11.7;39232620.90;30140409.79;13482638.44;0.90;0.1891;0.8288;11558.2306;0.43;0.36;10.00;NaN
2676;4;LSTAR_KTC;1.41;2.00;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;640;12.8;35798990.61;22809092.78;18825445.84;0.79;0.1406;0.7284;6266.9432;0.47;0.39;4.00;NaN
2675;16;LSTAR_KTC;1.41;2.00;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;538;10.8;38410805.54;29079959.78;14251727.27;0.88;0.1629;0.8148;9883.6250;0.41;0.33;15.25;1.74
2678;12;LSTAR_KTC;1.41;2.00;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;578;11.6;32245294.26;19619570.31;17435701.15;0.78;0.1163;0.7658;5220.1457;0.44;0.35;5.00;NaN
2677;11;LSTAR_KTC;1.41;2.00;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;640;12.8;33960328.84;19298580.32;18912613.30;0.77;0.1037;0.7423;4603.3307;0.42;0.33;4.00;NaN
2679;13;LSTAR_KTC;1.41;2.00;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;594;11.9;35735488.19;24384042.82;16187223.87;0.83;0.1311;0.7835;6236.8377;0.41;0.33;5.00;NaN
2680;16;LSTAR_KTC;1.41;2.00;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;548;11.0;34498430.05;22545405.13;18058510.24;0.79;0.1188;0.7785;5614.7836;0.41;0.32;4.00;1.61
2681;4;LSTAR_KTC;1.41;2.00;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;632;12.6;39586331.28;31449915.44;12376276.47;0.91;0.1805;0.8015;8791.7046;0.47;0.39;13.00;2.00
2682;11;LSTAR_KTC;1.41;2.00;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;636;12.7;39554972.53;30809715.84;14313632.44;0.89;0.1556;0.8063;7281.5737;0.42;0.33;5.00;NaN
2683;12;LSTAR_KTC;1.41;2.00;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;570;11.4;40528684.98;33068142.99;11149957.80;0.93;0.2222;0.8162;10705.8111;0.66;0.61;10.20;1.32
2684;13;LSTAR_KTC;1.41;2.00;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;594;11.9;40804870.51;33661759.18;9645525.96;0.95;0.2041;0.8465;10774.8723;0.45;0.37;10.40;NaN
2687;11;LSTAR_KTC;1.41;2.00;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;628;12.6;26350988.51;18069270.17;12020195.34;0.83;0.1067;0.8031;3054.6129;0.37;0.28;4.00;1.55
2686;4;LSTAR_KTC;1.41;2.00;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;650;13.0;38837602.94;29528395.20;14580787.11;0.88;0.1730;0.7903;6799.2619;0.57;0.51;8.67;1.34
2685;16;LSTAR_KTC;1.41;2.00;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;534;10.7;39271778.11;30221913.35;10812880.74;0.93;0.1643;0.8274;8391.5756;0.39;0.30;10.50;1.53
2688;12;LSTAR_KTC;1.41;2.00;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;580;11.6;34467845.70;27485733.96;10632975.27;0.91;0.1873;0.8384;6651.2546;0.41;0.32;4.00;NaN
2691;4;LSTAR_KTC;1.41;2.00;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;668;13.4;27639291.84;17072611.26;16465432.28;0.74;0.0746;0.7797;2441.8170;0.44;0.35;5.00;NaN
2689;13;LSTAR_KTC;1.41;2.00;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;588;11.8;36682160.99;25339044.25;15086941.06;0.86;0.1454;0.7940;5429.4920;0.48;0.40;6.00;NaN
2690;16;LSTAR_KTC;1.41;2.00;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;552;11.0;30720202.15;22875311.46;12814860.05;0.85;0.1356;0.7951;3987.0051;0.37;0.28;5.00;1.58
2692;11;LSTAR_KTC;1.41;2.00;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;622;12.4;33251500.43;23096207.88;14349663.79;0.84;0.1389;0.7672;4835.5938;0.46;0.37;5.00;1.60
2695;16;LSTAR_KTC;1.41;2.00;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;540;10.8;26377472.15;16483352.34;14661571.70;0.77;0.1046;0.8278;3357.3467;0.42;0.33;4.00;1.56
2694;13;LSTAR_KTC;1.41;2.00;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;678;13.6;36227368.88;26108381.50;15741244.31;0.84;0.1298;0.7761;4408.5269;0.48;0.39;5.00;NaN
2693;12;LSTAR_KTC;1.41;2.00;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;614;12.3;34462900.62;25810437.40;12581995.61;0.88;0.1855;0.8356;6823.3192;0.67;0.61;5.00;NaN
2698;3;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.000;GOSSIP;1.00;300;100;3930;78.6;47131731.97;31358417.81;19105143.33;0.86;0.7746;0.7947;-1.0000;1.00;1.00;1.00;1.00
2696;1;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.000;GOSSIP;1.00;300;100;3926;78.5;47299596.92;32338181.31;18745513.47;0.87;0.7726;0.7913;-1.0000;1.00;1.00;1.00;1.00
2697;2;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.000;GOSSIP;1.00;300;100;4018;80.4;48095667.76;34961752.42;18375771.79;0.87;0.7863;0.8035;-1.0000;1.00;1.00;1.00;1.00
2699;4;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.000;GOSSIP;1.00;300;100;4158;83.2;47416477.87;35174593.50;18941323.18;0.86;0.7930;0.8113;-1.0000;1.00;1.00;1.00;1.00
2700;5;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.000;GOSSIP;1.00;300;100;4018;80.4;46436416.74;31686164.46;19449749.65;0.85;0.7805;0.7992;-1.0000;1.00;1.00;1.00;1.00
2701;1;MAXPOWER_TC;NaN;NaN;0.00;0.5;0.500;GOSSIP;1.00;300;100;4052;81.0;48636747.20;42944987.84;8209614.80;0.97;0.8541;0.8625;-1.0000;1.00;1.00;1.00;1.00
2703;3;MAXPOWER_TC;NaN;NaN;0.00;0.5;0.500;GOSSIP;1.00;300;100;3990;79.8;52330743.13;47430286.06;7781153.56;0.98;0.8711;0.8781;-1.0000;1.00;1.00;1.00;1.00
2702;2;MAXPOWER_TC;NaN;NaN;0.00;0.5;0.500;GOSSIP;1.00;300;100;4120;82.4;48196934.64;43918924.74;6525885.66;0.98;0.8698;0.8773;-1.0000;1.00;1.00;1.00;1.00
2704;4;MAXPOWER_TC;NaN;NaN;0.00;0.5;0.500;GOSSIP;1.00;300;100;4346;86.9;52688664.46;46990056.92;8945876.09;0.97;0.8785;0.8855;-1.0000;1.00;1.00;1.00;1.00
2706;1;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.500;GOSSIP;1.00;300;100;4088;81.8;48445438.95;43297139.24;7470921.07;0.98;0.8477;0.8572;-1.0000;1.00;1.00;1.00;1.00
