meta-configNo;meta-seed;fs-TCAlgo;fs-TCParamK;fs-TCParamA;fs-WOpt;fs-TCint;fc-MobSpeed;fc-Scenario;fc-DatacollectionProbability;fc-WorldSize;fc-NodeCount;fc-EdgeCount;fc-TopologyDensity;m-EMean;m-EMedian;m-EStddev;m-EJain;m-DropRate;m-EndToEndDropRate;m-EndToEndLatency;m-TopologyStorageSpanner;m-TopologyDensitySpanner;m-HopSpannerMean;m-HopSpannerMax
2459;13;E_KTC;1.41;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;576;11.5;39729101.69;29853136.51;13957218.23;0.89;0.2082;0.7719;9661.7860;0.69;0.65;4.60;1.29
2461;4;E_KTC;1.41;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;616;12.3;39940267.18;30733484.41;14448927.29;0.89;0.1985;0.7406;10235.9047;0.67;0.62;7.31;1.33
2462;11;E_KTC;1.41;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;604;12.1;39914284.35;32826849.48;12168853.14;0.92;0.2139;0.8050;11593.2950;0.69;0.64;6.92;1.36
2460;16;E_KTC;1.41;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;544;10.9;40448544.23;32444572.15;11994425.99;0.92;0.2152;0.7718;11500.9243;0.70;0.65;5.61;1.32
2463;12;E_KTC;1.41;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;576;11.5;39260341.03;30650384.02;13099755.89;0.90;0.2083;0.8254;10961.3436;0.69;0.64;8.04;1.37
2464;13;E_KTC;1.41;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;586;11.7;39619600.13;31579699.13;11829324.01;0.92;0.2189;0.8074;11305.0368;0.67;0.63;5.64;1.42
2465;16;E_KTC;1.41;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;538;10.8;39840654.38;31118407.08;11763849.07;0.92;0.2057;0.7823;10673.7432;0.68;0.63;6.14;1.35
2466;4;E_KTC;1.41;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;640;12.8;39577767.26;32079683.01;13344036.13;0.90;0.1897;0.7283;9711.6639;0.65;0.59;8.56;1.45
2468;12;E_KTC;1.41;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;578;11.6;39442792.09;27701381.48;14571837.44;0.88;0.1875;0.8060;9087.7238;0.67;0.62;6.73;1.45
2467;11;E_KTC;1.41;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;640;12.8;38893781.02;29354095.29;12990166.47;0.90;0.1997;0.7974;9231.3140;0.66;0.61;6.57;1.39
2469;13;E_KTC;1.41;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;594;11.9;39285206.91;31651800.42;12627881.79;0.91;0.2110;0.7999;10754.7147;0.65;0.60;6.42;1.44
2470;16;E_KTC;1.41;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;548;11.0;38355727.30;29172372.21;13211363.92;0.89;0.1917;0.7716;8370.6683;0.65;0.60;9.00;1.31
2471;4;E_KTC;1.41;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;632;12.6;41118998.88;35979249.66;9663469.73;0.95;0.2206;0.7812;11475.1324;0.65;0.60;7.25;1.47
2472;11;E_KTC;1.41;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;636;12.7;41078497.36;35492240.15;8463461.32;0.96;0.2320;0.8299;10880.0541;0.66;0.61;8.05;1.41
2473;12;E_KTC;1.41;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;570;11.4;41168688.77;36453491.77;8476348.12;0.96;0.2235;0.8319;11054.8020;0.67;0.62;7.88;1.39
2474;13;E_KTC;1.41;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;594;11.9;41211273.44;36708630.69;7684641.15;0.97;0.2409;0.8235;12074.3609;0.65;0.60;6.95;1.40
2476;4;E_KTC;1.41;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;650;13.0;39179838.18;32074966.95;10149025.91;0.94;0.1988;0.8118;8968.8026;0.65;0.60;7.87;1.45
2475;16;E_KTC;1.41;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;534;10.7;41098066.00;36055626.42;7095777.86;0.97;0.2368;0.8300;11619.0186;0.66;0.61;8.20;1.35
2477;11;E_KTC;1.41;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;628;12.6;40124483.12;34438674.95;9822428.09;0.94;0.2157;0.8161;9744.2070;0.66;0.61;5.14;1.27
2478;12;E_KTC;1.41;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;580;11.6;40850707.96;33247118.61;10399651.13;0.94;0.2160;0.8179;8851.0756;0.65;0.60;8.44;1.44
2480;16;E_KTC;1.41;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;552;11.0;40442531.30;32965437.11;10499796.64;0.94;0.2003;0.7655;8436.6912;0.65;0.59;7.88;1.17
2479;13;E_KTC;1.41;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;588;11.8;40185024.89;34993124.85;9449285.54;0.95;0.2107;0.8019;9303.4561;0.64;0.58;6.67;1.35
2481;4;E_KTC;1.41;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;668;13.4;36745199.10;28480018.75;11625164.79;0.91;0.1721;0.7927;7038.4126;0.68;0.63;5.67;NaN
2482;11;E_KTC;1.41;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;622;12.4;38582410.84;28451859.67;13963423.92;0.89;0.1691;0.7655;6147.6005;0.69;0.64;7.17;1.23
2483;12;E_KTC;1.41;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;614;12.3;36599094.48;26331516.53;15418827.88;0.85;0.1669;0.8164;6592.5630;0.70;0.64;7.00;NaN
2485;16;E_KTC;1.41;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;540;10.8;30169178.56;23364085.98;11407177.88;0.88;0.1595;0.8141;4354.4915;0.69;0.63;10.00;1.23
2484;13;E_KTC;1.41;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;678;13.6;37728229.26;30459570.15;14246638.70;0.88;0.1785;0.7970;6943.1185;0.67;0.62;6.57;NaN
2486;4;LMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;594;11.9;41979164.75;24369207.10;20400780.48;0.81;0.2120;0.8710;21995.7790;0.45;0.36;11.00;2.13
2488;12;LMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;594;11.9;40781459.92;13305140.66;30920178.69;0.64;0.1807;0.8991;25890.5163;0.44;0.35;7.00;2.01
2487;11;LMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;606;12.1;41782859.05;24029737.92;21520604.47;0.79;0.2211;0.8767;23959.8225;0.44;0.34;7.00;1.88
2489;13;LMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;564;11.3;41709371.34;17489822.53;21975875.69;0.78;0.2173;0.9017;25619.2734;0.47;0.38;11.00;1.91
2491;4;LMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;594;11.9;35994302.13;26354544.71;15548003.10;0.84;0.1238;0.8316;8085.4234;0.36;0.27;8.00;1.97
2492;11;LMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;600;12.0;35032999.40;24415458.10;14510961.76;0.85;0.1201;0.8327;7361.0658;0.37;0.27;9.00;2.02
2493;12;LMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;580;11.6;30996526.15;19454927.37;14096802.08;0.83;0.1057;0.8431;6021.7227;0.40;0.30;7.00;2.04
2490;16;LMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;538;10.8;42582729.97;15204846.45;23014242.75;0.78;0.2040;0.8760;18619.6134;0.47;0.38;11.00;1.96
2496;4;LMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;616;12.3;21972744.51;14840755.62;11907627.62;0.77;0.0617;0.8467;2593.0668;0.35;0.25;10.00;NaN
2494;13;LMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;576;11.5;27569279.23;20625863.98;10682330.10;0.87;0.1072;0.8640;6274.9641;0.34;0.25;8.00;NaN
2497;11;LMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;604;12.1;22610140.40;13312856.45;14037477.58;0.72;0.0535;0.8358;2107.2916;0.35;0.26;9.00;2.07
2498;12;LMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;576;11.5;22062273.72;12640794.05;12216302.88;0.77;0.0511;0.8401;2341.3835;0.36;0.26;10.00;NaN
2499;13;LMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;586;11.7;19174527.49;10631809.46;11785755.45;0.73;0.0298;0.8559;1449.2995;0.31;0.22;7.00;NaN
2500;16;LMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;538;10.8;18477327.25;9672198.90;11582652.36;0.72;0.0381;0.8612;1519.6408;0.35;0.25;6.00;1.86
2495;16;LMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;544;10.9;35369782.69;28041004.95;11778462.40;0.90;0.1247;0.8431;8907.4036;0.37;0.28;10.00;2.01
2501;4;LMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;640;12.8;11140178.66;7239608.22;6001739.71;0.78;0.0330;0.9190;399.7372;0.33;0.23;10.00;NaN
2502;11;LMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;640;12.8;12898504.09;8533198.95;6416881.28;0.80;0.0897;0.9163;1703.6121;0.34;0.24;9.00;NaN
2504;13;LMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;594;11.9;10932212.91;7007352.17;5574905.58;0.80;0.0480;0.9230;809.1880;0.30;0.20;8.00;NaN
2503;12;LMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;578;11.6;13709021.19;8509720.21;6525436.93;0.82;0.0933;0.9003;1929.4611;0.34;0.24;13.00;NaN
2505;16;LMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;548;11.0;11075106.10;7149642.93;5494134.14;0.80;0.0540;0.9206;978.4594;0.33;0.23;7.00;2.05
2506;4;LMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;632;12.6;14700644.68;10781872.01;5663221.03;0.87;0.0270;0.9057;1096.8189;0.31;0.22;10.00;NaN
2507;11;LMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;636;12.7;14790982.09;9820299.79;6569054.03;0.84;0.0147;0.8929;696.5869;0.32;0.22;13.00;NaN
2508;12;LMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;570;11.4;17147074.99;12333138.55;6761754.92;0.87;0.0528;0.8928;1469.7338;0.33;0.23;13.00;NaN
2511;4;LMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;650;13.0;9834689.15;6782896.39;4674904.73;0.82;0.0090;0.9303;276.4971;0.33;0.22;10.00;NaN
2509;13;LMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;594;11.9;17973882.90;12026336.64;7431240.72;0.86;0.0526;0.8983;1833.1078;0.30;0.20;7.00;NaN
2514;13;LMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;588;11.8;10518785.32;7535370.84;4642776.14;0.84;0.0150;0.9294;561.3085;0.30;0.20;8.00;NaN
2510;16;LMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;534;10.7;17918500.46;13229484.73;6827236.66;0.87;0.0683;0.8947;1927.4719;0.32;0.22;6.00;1.88
2512;11;LMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;628;12.6;13916748.83;10885331.70;4001824.44;0.92;0.1520;0.9333;2627.1085;0.30;0.20;7.00;1.96
2516;4;LMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;668;13.4;10157455.97;6887902.19;4859146.98;0.82;0.0599;0.9324;608.2293;0.35;0.24;8.00;NaN
2515;16;LMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;552;11.0;19315186.36;14845022.63;6213185.13;0.91;0.1938;0.9268;4446.0917;0.30;0.20;7.00;1.94
2513;12;LMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;580;11.6;27336731.94;20885421.27;10182908.12;0.88;0.1684;0.8620;4984.0526;0.33;0.22;10.00;NaN
2518;12;LMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;614;12.3;23989016.01;15326812.20;13061226.06;0.77;0.1125;0.8499;2989.4466;0.36;0.25;8.00;NaN
2517;11;LMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;622;12.4;25844113.06;20124172.65;9138614.92;0.89;0.1605;0.8489;4817.0123;0.38;0.27;12.00;2.04
2520;16;LMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;540;10.8;17766026.84;11250981.17;9485825.59;0.78;0.0749;0.9006;1822.1003;0.36;0.25;8.00;2.03
2519;13;LMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;678;13.6;25689907.67;17706296.28;11660816.03;0.83;0.1237;0.8419;3051.6332;0.33;0.22;9.00;NaN
2523;12;GMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;594;11.9;40591975.01;13284744.31;32055596.83;0.62;0.1878;0.9361;26058.9226;0.43;0.33;34.00;2.78
2521;4;GMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;594;11.9;42213860.62;24713008.94;19123887.11;0.83;0.2140;0.9009;28949.7502;0.43;0.33;26.00;2.82
2522;11;GMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;606;12.1;42192136.74;24125293.51;19358263.68;0.83;0.2309;0.9506;25333.8311;0.42;0.33;29.00;3.06
2524;13;GMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;564;11.3;41722240.48;13930095.87;21829914.93;0.79;0.2152;0.9002;25235.5876;0.45;0.35;18.00;2.65
2528;12;GMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;580;11.6;21531424.49;13875190.15;10462423.35;0.81;0.0581;0.8649;2640.6199;0.38;0.28;28.00;2.71
2527;11;GMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;600;12.0;23800770.76;13849487.38;14482236.09;0.73;0.0513;0.8290;2741.4438;0.35;0.26;30.00;3.21
2526;4;GMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;594;11.9;28256132.89;17355280.73;16064652.04;0.76;0.0612;0.8179;3199.0329;0.35;0.26;23.00;2.56
2531;4;GMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;616;12.3;14194588.78;7878069.67;8668274.88;0.73;0.0168;0.8888;1029.7423;0.33;0.23;26.00;NaN
2529;13;GMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;576;11.5;21319355.61;13013450.30;11711570.60;0.77;0.0462;0.8618;2541.0682;0.32;0.23;24.00;NaN
2530;16;GMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;544;10.9;23835338.13;14805718.29;12352456.53;0.79;0.0511;0.8380;2677.7344;0.35;0.26;45.00;2.92
2532;11;GMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;604;12.1;14044045.68;7416755.66;9453938.36;0.69;0.0137;0.8898;683.8922;0.34;0.24;30.00;2.49
2533;12;GMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;576;11.5;13733360.50;7905803.24;8294094.46;0.73;0.0134;0.8915;739.0239;0.35;0.25;20.00;NaN
2534;13;GMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;586;11.7;11884948.32;6199054.58;7274072.84;0.73;0.0145;0.9198;874.9931;0.30;0.21;36.00;NaN
2535;16;GMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;538;10.8;11362400.23;6556669.37;7135886.96;0.72;0.0034;0.9047;229.4402;0.33;0.23;42.00;2.75
2536;4;GMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;640;12.8;8579063.78;6504146.87;3560624.35;0.85;0.0566;0.9433;342.9393;0.32;0.21;23.00;NaN
2539;13;GMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;594;11.9;9008254.30;6820974.28;3964578.45;0.84;0.0556;0.9501;429.7530;0.29;0.19;29.00;NaN
2537;11;GMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;640;12.8;10854698.65;7828433.53;4716261.91;0.84;0.0902;0.9326;1256.0676;0.33;0.22;31.00;NaN
2525;16;GMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;538;10.8;43472411.60;14365626.96;25015992.67;0.75;0.2000;0.8785;18839.1075;0.47;0.37;24.00;2.29
2538;12;GMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;578;11.6;11208340.08;8320829.87;4269598.14;0.87;0.1285;0.9342;2746.7665;0.33;0.22;16.00;NaN
2540;16;GMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;548;11.0;9112300.07;6959948.33;3349956.65;0.88;0.0891;0.9471;1883.3182;0.32;0.21;39.00;2.66
2541;4;GMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;632;12.6;10584892.94;7712676.73;4417449.58;0.85;0.0101;0.9295;464.9338;0.30;0.20;25.00;NaN
2542;11;GMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;636;12.7;10778229.28;7576811.98;4570917.14;0.85;0.0059;0.9269;413.8477;0.31;0.21;14.00;NaN
2543;12;GMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;570;11.4;12065140.07;8726541.81;4729106.00;0.87;0.0496;0.9217;820.5877;0.31;0.21;15.00;NaN
2544;13;GMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;594;11.9;10269898.33;7737796.91;4076545.99;0.87;0.0247;0.9421;806.7414;0.29;0.19;23.00;NaN
2546;4;GMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;650;13.0;7936419.37;5831892.00;3152252.33;0.86;0.0008;0.9484;77.4027;0.32;0.21;27.00;NaN
2549;13;GMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;588;11.8;7605169.99;5831892.00;2515340.68;0.90;0.0048;0.9587;493.5859;0.29;0.18;29.00;NaN
2545;16;GMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;534;10.7;11745585.86;9367805.39;4277501.56;0.88;0.0707;0.9317;863.3715;0.30;0.20;45.00;2.99
2547;11;GMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;628;12.6;13413521.88;10720452.82;3571731.74;0.93;0.1748;0.9467;2920.0997;0.29;0.19;32.00;2.81
2551;4;GMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;668;13.4;8602805.48;6795600.79;3458300.13;0.86;0.0810;0.9527;682.5534;0.34;0.23;27.00;NaN
2550;16;GMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;552;11.0;17546094.29;12867859.32;5337401.55;0.92;0.2008;0.9352;5047.8941;0.29;0.19;27.00;2.48
2548;12;GMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;580;11.6;27459884.77;22122410.52;9848369.70;0.89;0.1787;0.8731;5124.8478;0.32;0.21;15.00;NaN
2553;12;GMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;614;12.3;21474108.30;12829577.55;11732074.31;0.77;0.1165;0.8641;3133.0791;0.35;0.23;28.00;NaN
2552;11;GMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;622;12.4;26530793.88;19776934.51;9749851.69;0.88;0.1708;0.8635;4666.0860;0.37;0.26;20.00;2.73
2555;16;GMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;540;10.8;14003264.12;8911996.73;6583938.65;0.82;0.0929;0.9216;1522.3741;0.34;0.23;22.00;2.49
2554;13;GMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;678;13.6;25583554.47;17535225.89;11708960.51;0.83;0.1304;0.8544;2869.9420;0.32;0.21;41.00;NaN
2558;12;LSTAR_KTC;1.00;1.10;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;594;11.9;39086870.92;13287320.08;40361334.58;0.49;0.2008;0.8632;10351.7972;0.63;0.57;4.00;1.14
2557;11;LSTAR_KTC;1.00;1.10;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;606;12.1;40374310.86;13661735.51;32506361.65;0.61;0.2394;0.8361;13377.3733;0.63;0.57;4.00;1.15
2556;4;LSTAR_KTC;1.00;1.10;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;594;11.9;40104449.17;13694034.77;33113216.99;0.60;0.1985;0.7146;8317.5079;0.61;0.55;3.00;1.18
2559;13;LSTAR_KTC;1.00;1.10;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;564;11.3;39846047.71;13608077.29;33054838.86;0.59;0.2227;0.8008;12907.6082;0.65;0.59;3.00;1.20
2560;16;LSTAR_KTC;1.00;1.10;0.00;1.0;0.000;DATACOLLECTION;1.00;900;100;538;10.8;41034013.80;13549714.53;32598835.66;0.62;0.2055;0.7895;11788.7269;0.65;0.58;3.00;1.13
2562;11;LSTAR_KTC;1.00;1.10;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;600;12.0;40744408.66;31000419.64;14725457.62;0.89;0.2223;0.8415;15205.1788;0.52;0.44;8.82;1.50
2561;4;LSTAR_KTC;1.00;1.10;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;594;11.9;40556413.64;30621373.96;15860973.90;0.87;0.2107;0.8146;14123.5547;0.51;0.44;7.43;1.55
2563;12;LSTAR_KTC;1.00;1.10;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;580;11.6;39706852.58;27550566.36;16212484.52;0.86;0.1921;0.8400;10420.7634;0.54;0.47;8.63;1.31
2567;11;LSTAR_KTC;1.00;1.10;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;604;12.1;40148876.20;31481680.89;13873967.54;0.89;0.2135;0.8341;12987.9392;0.50;0.43;10.00;1.50
2566;4;LSTAR_KTC;1.00;1.10;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;616;12.3;39536350.69;27361729.54;16967497.03;0.85;0.2019;0.7764;10339.2753;0.55;0.48;8.42;1.41
2564;13;LSTAR_KTC;1.00;1.10;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;576;11.5;40245335.01;29043655.36;15611780.36;0.87;0.2132;0.8144;12772.9593;0.48;0.41;7.17;1.55
2565;16;LSTAR_KTC;1.00;1.10;0.00;0.5;0.500;DATACOLLECTION;1.00;900;100;544;10.9;40857097.94;32590948.34;12147910.66;0.92;0.2246;0.8364;15367.1130;0.51;0.44;8.40;1.54
2568;12;LSTAR_KTC;1.00;1.10;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;576;11.5;40368632.41;30659576.35;14467583.46;0.89;0.2197;0.8228;12127.6232;0.68;0.63;7.00;1.25
2569;13;LSTAR_KTC;1.00;1.10;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;586;11.7;39802841.29;29728887.82;13539366.70;0.90;0.2204;0.8293;12222.4351;0.50;0.43;8.16;1.57
2570;16;LSTAR_KTC;1.00;1.10;0.00;1.0;0.500;DATACOLLECTION;1.00;900;100;538;10.8;40056529.40;29564716.13;15135281.40;0.88;0.1998;0.8219;11690.5111;0.49;0.41;9.20;1.46
2571;4;LSTAR_KTC;1.00;1.10;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;640;12.8;38891777.73;25754648.91;18922827.74;0.81;0.1743;0.7327;7756.4516;0.54;0.47;11.83;NaN
2572;11;LSTAR_KTC;1.00;1.10;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;640;12.8;36922915.31;28058447.15;16087472.62;0.84;0.1722;0.7901;7167.5595;0.49;0.41;7.50;NaN
2573;12;LSTAR_KTC;1.00;1.10;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;578;11.6;37280559.94;23857695.50;17930691.45;0.81;0.1653;0.7787;7468.8929;0.50;0.43;10.40;NaN
2574;13;LSTAR_KTC;1.00;1.10;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;594;11.9;39150424.65;27338563.65;15952008.20;0.86;0.1993;0.8044;10802.8824;0.49;0.42;6.00;NaN
2575;16;LSTAR_KTC;1.00;1.10;0.00;2.0;0.500;DATACOLLECTION;1.00;900;100;548;11.0;35567489.34;22697046.57;16398090.64;0.83;0.1768;0.8041;7525.0418;0.48;0.39;3.00;1.16
2576;4;LSTAR_KTC;1.00;1.10;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;632;12.6;41981788.27;31928995.84;13463510.33;0.91;0.2208;0.8011;11248.7091;0.53;0.47;9.64;1.57
2577;11;LSTAR_KTC;1.00;1.10;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;636;12.7;40648656.04;32973413.04;13187550.35;0.91;0.2087;0.8247;10565.9428;0.49;0.42;8.90;1.49
2578;12;LSTAR_KTC;1.00;1.10;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;570;11.4;41150305.76;33928844.20;10751263.16;0.94;0.2366;0.8228;11769.7769;0.70;0.65;7.12;1.27
2579;13;LSTAR_KTC;1.00;1.10;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;594;11.9;40785469.71;33331832.75;11016373.88;0.93;0.2315;0.8356;12435.1268;0.51;0.44;8.23;1.46
2582;11;LSTAR_KTC;1.00;1.10;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;628;12.6;36458175.25;27506988.87;14245819.25;0.87;0.1607;0.7850;6093.6243;0.44;0.36;5.00;1.15
2581;4;LSTAR_KTC;1.00;1.10;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;650;13.0;39605002.30;30156080.65;13390756.13;0.90;0.2029;0.8142;9001.6846;0.63;0.57;9.25;1.27
2580;16;LSTAR_KTC;1.00;1.10;0.00;0.5;1.500;DATACOLLECTION;1.00;900;100;534;10.7;41267590.11;32848465.36;11165456.66;0.93;0.2175;0.8473;11825.6049;0.45;0.38;11.67;1.11
2583;12;LSTAR_KTC;1.00;1.10;0.00;1.0;1.500;DATACOLLECTION;1.00;900;100;580;11.6;40153728.69;31199204.33;13170974.78;0.90;0.1887;0.8029;7059.7440;0.48;0.40;3.00;NaN
2586;4;LSTAR_KTC;1.00;1.10;0.00;2.0;1.500;DATACOLLECTION;1.00;900;100;668;13.4;32883994.16;20053910.07;19237155.69;0.75;0.1196;0.7747;4754.1746;0.51;0.43;4.00;NaN
